id,sponsor,venue,place,city/town,state/country,physical_description,occasion,notes,call_number,date,location,currency,currency_symbol,status,page_count,dish_count
13007,PACIFIC MAIL STEAMSHIP COMPANY,COM,SS CITY OF RIO DE JANEIRO,SS CITY OF RIO DE JANEIRO,,FOLDER; 5.5X8.5;,DAILY,,1900-3082,1900-05-03,Pacific Mail Steamship Company,,,complete,4,26
13008,HARVARD UNIVERSITY,EDUC;,"BOSTON, MA",BOSTON,MA,FOLDER; ILLUS; 5.5X7.0;,,ILLUS; LINE OF WAITERS CARRYING PUNCH BOWL AND MUGS; HARVARD LOGO AND MOTTO; MAROON AND WHITE SATIN RIBBON; LIST OF TOASTS; LYRICS TO CLASS SONG;,1900-3086,1900-05-03,Harvard University,,,complete,4,26
13009,BAPTIST SOCIAL UNION OF NEW YORK,RELIG;,"NEW YORK, NY",NEW YORK,NY,CARD; 4.75X6.75;,,,1900-3087,1900-05-03,Baptist Social Union Of New York,,,complete,2,19
13024,SOUTHERN RAILWAY WASHINGTON AND SOUTHWESTERN LIMITED,COMMERCIAL,DINING CAR,,,CARD; 5.5X6.5;,,"DATE: MAY, 1900 HAND-WRITTEN [FEB?];",1900-3114,1900-05-01,Southern Railway; Washington And Southwestern Limited;,,,complete,2,28
13031,LEGATION DES ETAT-UNIS D'AMERIQUE,GOVT;,"PETROPOLIS, BRAZIL",PETROPOLIS,BRAZIL,CARD; ILLUS; COL; 4X8;,,FRENCH; HANDWRITTEN; EAGLE AT TOP OF MENU;,1900-2277,1900-03-04,Legation Des Etat Unis D'amerique,,,complete,2,12
13035,ARLINGTON HOTEL,COMMERCIAL,"TORONTO,CANADA",TORONTO,CANADA,CARD;ILL;COL;5X7;,DAILY;,SHAMROCKS;COAT OF ARMS;PRICED WINES;,1900-2498,1900-03-17,Arlington Hotel,,,complete,2,43
13039,FRIENDS OF ALBERT STETTHEIMER,OTHER(PERSONAL);,,,,BOOKLET;ILL;COL;10.75X13,COMPLIMENTARY/TESTIMONIAL,PHOTOGRAPHS AND DATES OF VARIOUS MUSICAL EVENTS INCLUDING ALBERT STETTHEIMER;PHOTOGRAPH OF BUILDING PASTED ON FRONT COVER;HAND LETTERING AND DECORATION;RIBBON FASTENING AT LEFT;WINES SERVED;FRENCH MENU WITH PERSONAL REFERENCES;,1900-2505,1900-03-15,Friends Of Albert Stettheimer,,,complete,8,29
13041,HOTEL ORMOND,COMMERCIAL,"ORMOND, FL",ORMOND,FL,BOOKLET; ILLUS; COL; 4.5X6.25;,,"FRONT COVER DIVIDED WITH DIAGONAL LINE OF GOLF BALLS AND TOWEL; UPPER HALF PALE YELLOW WITH CROSSED GOLF CLUBS IN UPPER LEFT CORNER; GOLF CUP FLAG IN UPPER RIGHT; CENTER, PALE BLUE FLAG WITH F.E.C.G.CLUB; WITH CROSSED FLAGS, AMERICAN ON LEFT, GREAT BRITAI",1900-2511,1900-03-16,Hotel Ormond,,,complete,8,58
13045,SIXTH MASONIC DISTRICT,SOC;,HOTEL SAVOY,HOTEL SAVOY,,FOLDER; ILLUS; COL; 5.5 X 8.5;,ANNIVERSARY;,FRENCH; BLUE PAPER DARKER BLUE ORNAMENTAL STICKERS; PHOTOGRAPHS OF DIGNITARIES; LIST OF COMMITTEE MEMBERS;,1900-2761,1900-04-11,Sixth Masonic District,,,complete,4,19
13047,NEW YORK BOARD OF EDUCATION,EDUC;,"NEW YORK, NY",NEW YORK,NY,BOOKLET; ILLUS; COL; 6.75X8.25;,COMPLIMENTARY/TESTIMONIAL,FRENCH; LISTS WINES SERVED WITH INDIVIDUAL COURSES; GUESTS LISTED; BOARD OF EDUCATION MEMBERS INCLUDED; SILK RIBBON ATTACHMENTS;,1900-2049,1900-02-22,New York Board Of Education,,,complete,8,32
13057,HIRAM LEDGE NO. 6.6 FREE AND ACCEPTED MASONS,SOC;,"ALTOONA, PA",ALTOONA,PA,BOOKLET; ILLUS; 5.5 X 7.5;,PATRIOTIC HOLIDAY;,MASONIC SYMBOLS ON COVER ALONG WITH PORTRAIT OF WASHINGTON SURROUNDED BY LAUREL WREATH; BLUE RIBBON; MUSICAL PROGRAM;,1900-2073,1900-02-22,Hiram Ledge No. 6.6 Free And Accepted Masons,,,complete,8,21
13058,SOCIETY OF THE CINCINNATI IN THE STATE OF NEW JERSEY,PATR;,"NEW YORK, NY",NEW YORK,NY,BOOKLET; ILLUS; CO; 8 X 10;,PATRIOTIC HOLIDAY;,"FRENCH; DRAWING OF WASHINGTON AT TRENTON, NJ OF DECMBER 26, 1776; MADAL SUSPENDED FROM BLUE RIBBON;",1900-2074,1900-02-22,Society Of The Cincinnati In The State Of New Jersey,,,complete,8,19
13064,ST.LOUIS CLUB,,"ST. LOUIS, MO",ST. LOUIS,MO,CARD; COL; 3.5X4.5;,OTHER (POSSIBLY A PRIVATE DINNER);,INCLUDES WINES SERVED WITH INDIVIDUAL COURSES;,1900-1113,1900-02-16,St.Louis Club,,,complete,2,26
13072,RED STAR LINE - S.S. SOUTHWARK,COMMERCIAL,EN ROUTE,EN ROUTE,,BROADSHEET; ILL; COL; 5 X 8;,DAILY,MENU HANDWRITTEN; WINE LIST WITH PRICES & RATE OF EXCHANGE PRINTED ON REVERSE SIDE;,1900-2082,1900-02-23,Red Star Line   S.S. Southwark,Francs,FF,complete,2,53
13074,RED STAR LINE - S.S.WESTERNLAND,COMMERCIAL,EN ROUTE,EN ROUTE,,BROADSHEET; ILLUS; COL; 5 X 8;,DAILY,MENU HANDWRITTEN; WINE LIST WITH PRICES & RATES OF EXCHANGE ON BACK;,1900-2100,1900-02-24,Red Star Line S.S.Westernland,Francs,FF,complete,2,55
13075,TAMPA BAY HOTEL,COMMERCIAL,"TAMPA,FLORIDA",TAMPA,FLORIDA,BROADSIDE; ILLUS; COL; 5 X 7;,DAILY;,,1900-2104,1900-02-24,Tampa Bay Hotel,,,complete,2,47
13076,DISTRICT NO.3 CATHOLIC BENEVOLENT LEGION,RELIG;,"NEW YORK, NY",NEW YORK,NY,BOOKLET;ILL;COL;4.25X6.5;,ANNIVERSARY;,LILIES OF THE VALLEY ON FRONT COVER;RIBBON AT LEFT;TOASTS;NAMES,1900-2105,1900-02-24,District No.3 Catholic Benevolent Legion,,,complete,8,21
13098,Pennsylvania Railroad,COMMERCIAL,EN ROUTE ABOARD DINING CARS,EN ROUTE ABOARD DINING CARS,,CARD; COL; 4.75 X 6.25;,,PRIX FIXE MENU; BLUE WASH; LOGO;,1900-3174,1900-05-08,Pennsylvania Railroad,,,complete,2,22
13100,HAMBURG-AMERICAN LINE,COMMERCIAL,EN ROUTE ABOARD POST-DAMPFER (MAIL STEAMER) GRAF WALDERSEE,EN ROUTE ABOARD POST-DAMPFER MAIL STEAMER GRAF WALDERSEE,,FOLDER; ILLUS; COK; 4.5 X 7;,,MENU IN GERMAN AND ENGLISH; ILLUSTRATION OF MARINE SCENES; MUSICAL PROGRAM;,1900-3180,1900-05-08,Hamburg American Line,,,complete,4,14
13108,COLOMBO HOTEL,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,BROADSIDE; 5.5 X 11;,,"PINT OF CLARET INCLUDED; TYPED; DATE NOTED BY HAND;COUNTRY RESORT, WHITE HOUSE HOTEL, FORT WADSWORTH S.I. NOTED;",1900-2304,1900-02-06,Hotel Colombo,,,complete,2,10
13111,FRANCES ECKMAN & ARTHUR HERZOG,SOC;,"NEW YORK, NY",NEW YORK,NY,CARD; GOLD DECORATION; 3 X 6;,RITE,MENU IN FRENCH;,1900-2322,1900-03-06,Frances Eckman & Arthur Herzog,,,complete,2,23
13113,QUEBEC STEAMSHIP COMPANY - SS TRINIDAD,COMMERCIAL,EN ROUTE,EN ROUTE,,BROADSHEET; ILLUS; COL; 5.25 X 8.5;,DAILY,MENU HANDWRITTEN; BAGGAGE CHARGES FROM PIERS IN QUEBEC & NY LISTED;,1900-2329,1900-03-06,Quebec Steamship Company   Ss Trinidad,,,complete,2,40
13122,Hotel Majestic,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,CARD; 6.75X11.0;,,,1900-2540,1900-03-21,Hotel Majestic,Dollars,$,complete,2,174
13127,PUTNAM HOUSE,CAM;,"NEW YORK, NY",NEW YORK,NY,CARD; 4.5 X 7.25;,,TABLE D'HOTE DINNER INCLUDING WINE; A LA CARTE MENU AS WELL;,1900-1126,1900-02-17,Putnam House,Dollars,$,complete,2,26
13130,ROYAL HOTEL GIBRALTER,COMMERCIAL,GIBRALTER,GIBRALTER,,CARD; 4.5 X 7;,,HANDWRITTEN; ORNAMENTAL BORDER; NAME OF MAJ. S.T. ARMSTRONG NOTED BY FEB;,1900-2779,1900-04-13,Royal Hotel Gibralter,,,complete,2,8
13134,ALPHA KAPPA PHI,SOC;,"NEW YORK, NY",NEW YORK,NY,CARD; 4.5 X 7;,ANNIVERSARY;,,1900-2787,1900-04-14,Alpha Kappa Phi,,,complete,2,17
13150,GORDON HOTEL,COMMERCIAL,"WASHINGTON, D.C.",WASHINGTON,D.C.,BOOKLET;ILLUS; COL; 5 X 7;,DAILY,HOURS FOR ORCHESTRA INCLUDED;,1900-3219,1900-05-10,Gordon Hotel,,,complete,4,50
13157,PRATT INSTITUTE GRADUATES ASSOCIATION LIBRARY SCHOOL,EDUC;,"CHELSEA, THE",CHELSEA,THE,BROADSIDE; HOTEL EMBLEM; 4 X 6.25;,,MENU HANDWRITTEN;,1900-2344,1900-03-08,Pratt Institute Graduates Association Library School,,,complete,2,11
13172,CROMWELL STEAMSHIP COMPANY,COMMERCIAL,,,,BROADSIDE; ILLUS; COL; 4.5X9;,,HANDWRITTEN IN BLACK INK; STEAMSHIP FLAG AT TOP OF MENU; DECORATIVE BORDER;,1900-2555,1900-03-23,Cromwell Steamship Company,,,complete,2,16
13191,FRIENDS OF CAPTAIN CHRIS G. KINKEL,,MOUQUIN'S UP-TOWN,MOUQUIN'S UP-TOWN,,CARD;4.5X7;,COMPLIMENTARY/TESTIMONIAL,FRENCH MENU;WINES,1901-1111,1901-05-02,Friends Of Captain Chris G. Kinkel,,,complete,2,23
13192,WILLOW GROVE PARK CASINO,COMMERCIAL,"WILLOW GROVE PARK, PA",WILLOW GROVE PARK,PA,FOLDER; ILLUS; COL; 6.5X9.5;,,"COVER ILLUS, PHOTO OF POND WITH FOUNTAINS; MENU TO ORDER PRINTED; CARTE DU JOUR TYPE-WRITTEN AND PASTED IN; NOTE ON BOTTOM OF MENU ""PATRONS OF THE CASINO WILL PLEASE NOTICE THAT THE CHECK PRESENTED TO THEM FOR PAYMENT BY THE WAITER IS A FAC-SIMILE OF ONE ",1900-3589,1900-06-09,Willow Grove Park Casino,Dollars,$,complete,4,223
13194,HYGEIA HOTEL,COMMERCIAL,"OLD POINT COMFORT, VA",OLD POINT COMFORT,VA,CARD; 5.0X8.0;,,,1900-3601,1900-06-10,Hygeia Hotel,,,complete,2,38
13195,Metropolitan Club,,"WASHINGTON, D.C.",WASHINGTON,D.C.,CARD; 5.25 X 9.75;,,"PRICED MENU, BUT PRICES APPEAR ODD, i.e. BOILED TURKEY 80-45; CITY HANDWRITTEN BY FEB;",1901-1275,1901-05-13,Metropolitan Club,Cents,c,complete,2,108
13196,NEW YORK SOCIETY OF THE ORDER OF THE FOUNDERS AND PATRIOTS OF AMERICA,PATR;,"NEW YORK, NY",NEW YORK,NY,CARD; 4 X 7;,SOC;,PRICED WINE LIST GLUED TO BACK OF MENU;,1901-1277,1901-05-13,New York Society Of The Order Of The Founders And Patriots Of America,Dollars,$,complete,2,52
13199,?,COMMERCIAL,?,,,CARD; 4.5X7.0;,,"INITIALS, ""EC"" INTERTWINED; MENU HAND WRITTEN IN INK ON PRINTED MENU FORM;",1900-3879,1900-07-13,?,,,complete,2,8
13202,XIII CLUB,SOC;,"NEW YORK, NY",NEW YORK,NY,CARD; ILLUS; 4.5X7.0;,,"ILLUS, SKELETON SMOKING A PIPE SITTING WITHIN THE CURVE OF THE ""C"" IN XIII CLUB, BANNER WITH ""MORITURI TE SALUTAMUS""; ITEMS IN THE MENU NUMBERED I THROUGH XIII;",1900-3884,1900-07-13,Xiii Club,,,complete,2,15
13206,GRAN HOTEL EUROPA,COMMERCIAL,CURAZAO,CURAZAO,,CARD; 3.5X4.75;,,MENU HAND WRITTEN IN SPANISH; PRINTED INFORMATION ON REVERSE IN SPANISH;,1900-3897,1900-07-16,Gran Hotel Europa,,,complete,2,14
13207,ELYSEE PALACE HOTEL,COMMERCIAL,"PARIS, FRANCE",PARIS,FRANCE,BROADSIDE; ILLUS; 4.0X7.5;,,"ILLUS, FAIRY-FIGURE WITH FLOWERS IN FLOWING HAIR, HOLDING PEARLS AROUND NECK, LOOKING INTO LOOKING-GLASS;  ART NOUVEAU FLOWERS; MENU WRITTEN IN FRENCH, INCLUDING DATE;",1900-3901,1900-07-16,Elysee Palace Hotel,,,complete,2,14
13211,OCEANIC STEAMSHIP CO. - SONOMA,COMMERCIAL,EN ROUTE,EN ROUTE,,BROADSIDE; EMBLEM; 5.5 X 8.5;,,,1901-1501,1901-05-31,Oceanic Steamship Co.   Sonoma,,,complete,2,32
13212,AMERICAN CLIMATOLOGICAL ASSOCIATION,PROF;,"NIAGARA FALLS, NY",NIAGARA FALLS,NY,FOLDER; 4.75 X 7;,[ANNUAL],WINES LISTED;,1901-1506,1901-05-31,American Climatological Association,,,complete,4,28
13214,SYRIAN TEMPLE,SOC;,"CINCINNATI, OH",CINCINNATI,OH,FOLDER;ILLUS; COL; 5.5 X 7;,[ANNUAL],MUMM'S CHAMPAGNE SERVED;,1901-1514,1901-06-01,Syrian Temple,,,complete,4,18
13215,HOTEL DU MUSEE,COMMERCIAL,BATTLEFIELD - WATERLOO,BATTLEFIELD - WATERLOO,,FOLDER; ILLUS; COL; 5.25 X 8.75;,DAILY,MENU IN FRENCH; PRICES INCLUDED;,1901-1515,1901-06-01,Hotel Du Musee',Francs,FF,complete,4,70
13216,OCEANIC STEAMSHIP CO. - VENTURA,COMMERCIAL,EN ROUTE,EN ROUTE,,FOLDER; ILLUS.COVER; COL; 5 X 7.5;,,2ND CABIN MENU HANDWRITTEN;,1901-1519,1901-06-02,Oceanic Steamship Co.   Ventura,Dollars,$,complete,4,25
13217,OCEAN STEAMSHIP CO.,COMMERCIAL,BACIOCHIE?,BACIOCHIE?,,FOLDER;ILLUS;4.5X7;,DAILY;,"FOOD,RABBIT,MUSIC SCROLL,ETC.,ON FRONT COVER;SHIP IN CIRCLE ON BACK COVER;NO DATE;NAME OF SHIP DIFFICULT TO READ;PRICED WINES;",1901-1524,1901-01-01,Ocean Steamship Co.,Dollars,$,complete,4,60
13227,BALTIMORE HOTEL,COMMERCIAL,,,,CARD; ILLUS; COL; 5.5X8;,,"TABLE D'HOTE MENU FOR THIS HOTEL WHICH IS PART OF A CHAIN, BUT THE EXACT LOCATION OF THIS PARTICULAR ONE IS NOT CERTAIN, PRESUMABLY BALTIMORE, MD; HOTEL SEAL AT TOP OF MENU;",1900-3629,1900-06-13,Baltimore Hotel,,,complete,2,50
13233,NARRAGANSETT HOTEL CAFE,COMMERCIAL,"PROVIDENCE, RI",PROVIDENCE,RI,FOLDER; 5.75X10.25;,,A LA CARTE MENU; INCLUDES PRICED WINE & LIQUOR LIST;,1900-3641,1900-06-14,Narragansett Hotel Cafe,Dollars,$,complete,4,430
13234,CHATEAU FRONTENAC,COMMERCIAL,"QUEBEC, CANADA",QUEBEC,CANADA,CARD; ILLUS; 3.75X5.5;,,FRENCH & ENGLISH; HOTEL SEAL AT TOP OF MENU;,1900-3643,1900-06-15,Chateau Frontenac,Dollars,$,complete,2,22
13236,ROYAL ENGINEERS,PROF;,"GIBRALTAR, SPAIN",GIBRALTAR,SPAIN,CARD;EMBLEM; 4 X 5.75;,?,MENU IN ENGLISH;,1900-4501,1900-09-27,Royal Engineers,,,complete,2,12
13239,NIPPON YUSEN KAISHA - S.S. NASUGA,COMMERCIAL,EN ROUTE,EN ROUTE,,BROADSHEET; ILLUS. OF JAPANESE CHILDREN IN COLOR; 10 X 9.5;,,MENI HANDWRITTEN IN ENGLISH;MAP ON BACK SHOWING ROUTE;,1900-4516,1900-09-28,Nippon Yusen Kaisha   S.S. Nasuga,,,complete,2,13
13241,CENTURY CLUB,COMMERCIAL,"CLEVELAND, OH",CLEVELAND,OH,BROADSIDE; CLUB'S EMBLEM; 5 X 7.5;,,MENU IN FRENCH;,1900-4519,1900-09-29,Century Club,,,complete,2,18
13247,DEL PRADO HOTEL,COMMERCIAL,"CHICAGO, IL",CHICAGO,IL,FOLDER; ILLUS; COL; 5X6.5;,,TABLE D'HOTE MENU; PHOTO OF HOTEL ON COVER;,1900-3915,1900-07-10,Del Prado Hotel,,,complete,4,32
13248,HADDON HOTEL,COMMERCIAL,"ATLANTIC CITY, NJ",ATLANTIC CITY,NJ,CARD; ILLUS; COL; 5X8;,,TABLE D'HOTE MENU; ILLUSTRATION OF COOK STIRRING A POT AT AN OPEN HEARTH AT TOP OF MENU;,1900-3923,1900-07-21,Haddon Hotel,,,complete,2,53
13251,CATSKILL MOUNTAIN HOUSE,COMMERCIAL,,,,FOLDER; ILLUS; COL; 5.5X7;,,"TABLE D'HOTE MENU; ""50C CORKAGE FOR SERVICE OF WINES;"" SCENIC VIEWS ON COVER;",1900-3926,1900-07-22,Catskill Mountain House,,,complete,4,65
13252,HOTEL COLORADO,COMMERCIAL,,,,FOLDER; ILLUS; COL; 4.5X6.25;,,TABLE D'HOTE MENU; ILLUSTRATION OF WOMAN GOLFER ON COVER;,1900-3930,1900-07-22,Colorado Hotel,,,complete,4,38
13256,UNITED STATES HOTEL,COMMERCIAL,"SARATOGA, NY",SARATOGA,NY,CARD; ILLUS; 5.5X9.5;,,TABLE D'HOTE MENU; EAGLE AT TOP OF MENU;,1900-3934,1900-07-22,United States Hotel,,,complete,2,69
13266,BRYAN RATIFICATION COMMITTEE OF TAMMANY HALL,POL;,"NEW YORK, NY",NEW YORK,NY,CARD; ILLUS; COL; 4.5X7.25;,COMPLIMENTARY/TESTIMONIAL,FRENCH; WINES; AMERICAN FLAG & PHOTO OF GUEST OF HONOR AT TOP OF MENU;,1900-4718,1900-10-16,Bryan Ratification Committee Of Tammany Hall,,,complete,2,19
13267,CHAMBER OF COMMERCE,COMMERCIAL,"CINCINNATI, OH",CINCINNATI,OH,BOOKLET; ILLUS; COL; 5.5X8.5;,COMPLIMENTARY/TESTIMONIAL,LISTS WINES SERVED WITH INDIVIDUAL COURSES; PROGRAM; LISTS BANQUET COMMITTEE & THOSE RECEIVING TESTIMONIAL HONOR; SITES OF CINCINNATI DECORATING MENU;,1900-4719,1900-10-16,Chamber Of Commerce,,,complete,4,17
13273,APPLEDORE HOUSE,COMMERCIAL,"ISLES OF SHOALS OFF PORTSMOUTH, NH",ISLES OF SHOALS OFF PORTSMOUTH,NH,CARD; 5.25X7.5;,,DECORATIVE GOLD HEADING;,1901-2101,1901-08-04,Appledore House,,,complete,2,44
13276,ENGINEERS CLUB,[PROF],"NEW YORK, NY",NEW YORK,NY,CARD; 4.5 X 7;,,"HANDWRITTEN; LIMITED MENU; LOGO IN RED ""EC"" BRACKETED INFORMATION DERIVED FROM 1900-4300 WRITTEN BY FEB;",1900-4294,1900-09-05,Engineers Club,,,complete,2,8
13280,WARRANT OFFICERS OF THE U.S. NORTH ATLANTIC SQUADRON,MIL;,"BAR HARBOR, ME",BAR HARBOR,ME,FOLDER; ILLUS; 4.5 X 7;,COMPLIMENTARY/TESTIMONIAL,WINES; CROSSED BRITISH AND AMERICAN FLAGS;,1900-4309,1900-09-06,Warrant Officers Of The U.S. North Atlantic Squadron,,,complete,4,21
13295,LEHIGH VALLEY RAILROAD - DINING CAR SERVICE,COMMERCIAL,EN ROUTE,EN ROUTE,,BROADSHEET; ILLUS; COL; 5.5 X 8;,,,1900-4537,1900-10-01,Lehigh Valley Railroad   Dining Car Service,Dollars,$,complete,2,47
13298,LEHIGH VALLEY RAILROAD,COMMERCIAL,BLACK DIAMOND EXPRESS,BLACK DIAMOND EXPRESS,,FOLDER;ILLUS;COL;5.5X8.25,DAILY;,MANY ILLUSTRATINS ON FRONT COVER;MAP OF THE LEHIGH VALLEY RAILROAD AND CONNECTIONS ON THE BACK COVER;A LA CARTE SERVICE;,1900-4553,1900-10-02,Lehigh Valley Railroad,Dollars,$,complete,4,74
13304,HOTEL CHAMPLAIN,COMMERCIAL,"CLINTON CO., NY",CLINTON CO.,NY,CARD; COL; ILLUS; 5 X 7;,,LOGO;,1901-2112,1901-08-05,Hotel Champlain,,,complete,2,48
13310,HOTEL ST. GEORGE,COMMERCIAL,"NYACK, NY",NYACK,NY,CARD; 3.25 X 5.25;,,MENU IN FRENCH;,1900-4336,1900-09-01,St. George Hotel,,,complete,2,21
13311,TOYO KISEN KAISHA - SS HONG KONG MARU,COMMERCIAL,EN ROUTE,EN ROUTE,,FOLDER; ILLUS COVER; 3 X 7.75;,,,1900-4339,1900-09-10,Toyo Kisen Kaisha   Ss Hong Kong Maru,,,complete,2,37
13315,NIPPON YUSEN KAISHA - S.S. KASUGA,COMMERCIAL,EN ROUTE,EN ROUTE,,BROADSHEET; ILLUS OF JAPANESE CHILDREN; COL; 1O X 9.5;,,MENU HANDWRITTEN IN ENGLISH; MAP ON BACK WITH CHART OF THE STEAMER;,1900-4349,1900-09-12,Nippon Yusen Kaisha  Ss Kasuga,,,complete,2,13
13323,BALTIMORE AND OHIO RR,COMMERCIAL,ROYAL BLUE LINE-WALDORF CAR,ROYAL BLUE LINE-WALDORF CAR,,CARD;ILLUS;4.75X6.5;,DAILY;,BUILDING DOME;,1900-5104,1900-12-25,Baltimore And Ohio Rr,,,complete,2,29
13328,PACIFIC MAIL SS CO.,COMMERCIAL,S.S.CHINA,S.S.CHINA,,FOLDER;ILLUS;COL;6.25X8;,RELIGIOUS HOLIDAY,SHIP AT SEA;HOLLY AND BERRIES;FLAG;,1900-5111,1900-12-25,Pacific Mail Ss Co.,,,complete,4,30
13329,DEPEW INN,COMMERCIAL,"DEPEW,NY",DEPEW,NY,FOLDER;ILLUS;5.5X6.5;,RELIGIOUS HOLIDAY,FOLDER IN BOOK FORM;HOTEL PICTURED;,1900-5112,1900-12-25,Depew Inn,,,complete,4,37
13330,WISCONSIN CENTRAL RAILWAY CO.,COMMERCIAL,"CHICAGO,IL",CHICAGO,IL,BOOKLET;ILLUS;COL;5.5X7.5;,DAILY;,"DATE NOT CLEAR,HOLIDAY GREETING SEASON OF 1899-1900;BUILDING PICTURED;RED RIBBON AT LEFT;PRICED WINE LIST;HOLLY AND BERRIES;",1900-5113,1900-12-25,Wisconsin Central Railway Co.,Dollars,$,complete,8,87
13331,EBBITT HOUSE,COMMERCIAL,"WASHINGTON, D.C.",WASHINGTON,D.C.,CARD;ILLUS;COL;6X7.75;,RELIGIOUS HOLIDAY,"FATHER CHRISTMAS AT CHIMNEY,HOLLY;",1900-5116,1900-12-25,Ebbitt House,,,complete,2,51
13332,CENTRAL HOTEL,COMMERCIAL,"CHARLOTTE,NC",CHARLOTTE,NC,BOOKLET;ILLUS;COL;5.5X6.75;,RELIGIOUS HOLIDAY,TWISTED WHITE CORD AT LEFT;THREE WISE MEN UNDER STAR IN LANDSCSAPE WITH ANIMALS;NAMES OF PROPRIETOR AND STEWARD HANDWRITTEN ON BACK NOT BY FB;,1900-5117,1900-12-25,Central Hotel,,,complete,8,35
13334,GRISWALD HOUSE,COMMERCIAL,"DETROIT, MI",DETROIT,MI,FOLDER;ILLUS;COL;6X11.75;,RELIGIOUS HOLIDAY,STOCKING SHAPED MENU INSERTED IN CASE;TAN RIBBON AT TOP;MUSICAL PROGRAM;HOTEL EMPLEM ON BACK;RAMPANT LIONS ON FRONT;,1900-5119,1900-12-25,Griswald House,,,complete,4,45
13335,COOK'S NILE SERVICE,COMMERCIAL,P.L.RAMESES 111,P.L.RAMESES 111,,FOLDER;ILLUS;COL;4.5X3.25;,RELIGIOUS HOLIDAY,FRENCH MENU;TWO TROPICAL SCENES;,1900-5120,1900-12-25,Cook's Nile Service,,,complete,2,14
13339,PULLMAN DINING CAR SERVICE,COMMERCIAL,EN ROUTE,EN ROUTE,,CARD; ILLUS; 5X7.5;,,TABLE D'HOTE MENU; EAGLE ILLUSTRATION AT TOP;,1901-1131,1901-05-04,Pullman Dining Car Service,,,complete,2,23
13342,ARMSTRONG AND CO.,COMMERCIAL,"TOLEDO, OH",TOLEDO,OH,CARD; 4.5 X 7.75;,COMPLIMENTARY/TESTIMONIAL,APPROPRIATE WINES WITH EACH COURSE;  NEWSPAPERS LISTED; LOGO;,1901-1295,1901-05-14,Armstrong And Co.,,,complete,2,30
13349,YE HOTEL COLONIAL,COMMERCIAL,"CLEVELAND, OH",CLEVELAND,OH,FOLDER; ILLUS; COL; 5 X 8;,RELIGIOUS HOLIDAY,TAN STOCK; ILLUSTRATION OF SIGN DECORATED WITH HOLLY (HANDPAINTED?); PLACE AMD DATE NOTED BY FEB;,1900-5128,1900-12-25,Ye Hotel Colonial,,,complete,4,33
13351,O. AND O.S.S. COPTIC,COMMERCIAL,EN ROUTE ABOARD COPTIC?,EN ROUTE ABOARD COPTIC?,,FOLDER; ILLUS; COL; 5.5 X 9;,RELIGIOUS HOLIDAY,"PALE BLUE STOCK, BROWN PRINT; NAUTICAL ILLUSTRATIONS;",1900-5130,1900-12-25,O. And O.S.S. Coptic,,,complete,4,54
13352,HOTEL SCHENLEY,COMMERCIAL,"PITTSBURGH, PA",PITTSBURGH,PA,FOLDER; ILLUS; COL; 5.75X7.75;,RELIGIOUS HOLIDAY,COLORED ILLUSTRATION OF SANTA CLAUS WITH LOADED WAGON (HANDPAINTED?);,1900-5131,1900-12-25,Hotel Schenley,,,complete,8,28
13354,HOTEL PABST,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,BOOKLET; ILLUS; COL; 6.5 X 9.25,RELIGIOUS HOLIDAY,PRICED MENU MORE OR LESS LIKE A DAILY MENU; FESTIVELY DRESSED WOMAN ON COVER; SMALL CALENDAR FOR 1901 AFFIXED TO COVER; WHITE CORD;,1900-5136,1900-12-25,Hotel Pabst,Dollars,$,complete,4,194
13355,DAKOTA THE,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,BOOKLET; ILLUS; COL; 6.25 X 9;,RELIGIOUS HOLIDAY,ILLUSTRATION OF HOLLY BERRIES ON COVER; PHOTOGRAPH OF FIREPLACE INSIDE;,1900-5137,1900-12-25,Dakota; The,,,complete,8,48
13357,HEADQUARTERS 47TH INFANTRY U.S. VOLUNTEERS,MIL;,"SORSOGON, PHILIPPINES",SORSOGON,PHILIPPINES,BROADSIDE; 8 X 10;,RELIGIOUS HOLIDAY,"HANDWRITTEN NOTE READS ""THINKING THIS MAY BE OF INTEREST TO THE CHIEF SURGEON OF THE DISTRICT""  WITH AN ILLEGIBLE SIGNATURE; NAME OF MAJOR S.T. ARMSTRONG NOTED BY FEB;",1900-5141,1900-12-25,Headquarters 47th Infantry U.S. Volunteers,,,complete,2,18
13396,OCEANIC STEAMSHIP COMPANY - SONOMA,COMMERCIAL,EN ROUTE,EN ROUTE,,BROADSIDE EMBLEM COL; 5.5 X 7;,,,1901-1354,1901-05-20,Oceanic Steamship Company   Sonoma,,,complete,2,26
13399,GENERAL DUNDAS,GOVT(?);,"GIBRALTER, SPAIN",GIBRALTER,SPAIN,CARD; ILLUS; 3.75 X 6;,COMPLIMENTARY/TESTIMONIAL,EVENT AND PLACE HADWRITTEN PARTLY BY FEB; DRAWING OF WOMAN HUNTER HOLDING GUN AND BIRD;,1900-3956,1900-07-28,General Dundas,,,complete,2,12
